Frequency,Mode,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source,Stn,Call sign,Additional info,Remarks,Position of site,Active,Year
11715000,AM,Sound of Hope Radio Network,1500,1600,Cantonese,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1600,1700,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,1700,1800,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,2100,2200,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2210
11715000,AM,Sound of Hope Radio Network,2200,2300,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11715000,AM,Sound of Hope Radio Network,2300,2400,Mandarin,Taichung - low power site,Taiwan,1234567,cAS,1,320,Taiwan,ILGRadio,SOH,,,vary freq.move,"120 45 00E,24 10 00N",C,2211
11720000,AM,CNR Beijing 1,0600,0900,Mandarin,Shijiazhuang,China,12.4567,(CHNs  ),100,217,China,ILGRadio,CNR 1,,,,"114 06 22E,38 13 17N",C,2211
11720000,AM,CNR Beijing 1,0900,1100,Mandarin,Shijiazhuang,China,1234567,(CHNs  ),100,217,China,ILGRadio,CNR 1,,,,"114 06 22E,38 13 17N",C,2212
11720000,AM,CNR Beijing 1,2330,0600,Mandarin,Shijiazhuang,China,1234567,(CHNs  ),100,217,China,ILGRadio,CNR 1,,,,"114 06 22E,38 13 17N",C,2211
11720000,AM,China Radio International,1200,1257,Vietnamese,Xian-Baoji,China,1234567,seASn,150,195,China,ILGRadio,CRI,,,,"106 56 30E,34 41 36N",C,2212
11720000,AM,Scandinavian Weekend Radio,1600,1800,Finnish,Virrat-Liedenpohja,Finland,......7,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Saturday/mont,"023 39 15E,62 22 44N",C,
11720000,AM,Scandinavian Weekend Radio,1800,2100,Finnish,Virrat-Liedenpohja,Finland,......7,nEU,0.1,240,Finland,ILGRadio,SWR,,,1.Saturday/mont,"023 39 15E,62 22 44N",C,
11720000,AM,Adventist World Radio,1700,1728,Swahili,Talata-Volondry,Madagascar,1234567,eAF,250,335,Madagascar,ILGRadio,AWR,,,,"047 36 55E,18 45 08S",C,2211
11720000,AM,Voice of America - VOA News,2100,2200,English,"Greenville,NC",USA,1234567,wAF/cAF,125,91,USA,ILGRadio,VOA,,,,"077 11 55W,35 28 05N",C,2211
11720000,AM,Voice of Vietnam 1,2215,1030,Vietnamese,Hanoi-Son Tay,Vietnam,1234567,(VTN   ),100,187,Vietnam,ILGRadio,VOV 1,,,,"105 24 53E,21 08 24N",C,2211
11720000,AM,Voice of Vietnam 2,1030,1700,Vietnamese,Hanoi-Son Tay,Vietnam,1234567,(VTN   ),50,187,Vietnam,ILGRadio,VOV 2,,,,"105 24 53E,21 08 24N",C,2211
11725000,AM,Chinese Jammer,1500,1600,Mandarin,Kashi II,China,....5..,(CHN   ),250,90,China,ILGRadio,Jamme,,,JAMMING RFA MAN,"075 42 55E,39 21 51N",C,
11725000,AM,Chinese Jammer,1500,1600,Mandarin,Kashi II,China,..3....,(CHN   ),250,90,China,ILGRadio,Jamme,,,JAMMING RFA MAN,"075 42 55E,39 21 51N",C,
11725000,AM,R.Free Asia,1500,1600,Mandarin,Kuwait-Al Jahra,Kuwait,....5..,cAS,250,70,Kuwait,ILGRadio,RFA,,,,"047 40 22E,29 30 45N",C,
11725000,AM,R.Free Asia,1500,1600,Mandarin,Kuwait-Al Jahra,Kuwait,..3....,cAS,250,70,Kuwait,ILGRadio,RFA,,,,"047 40 22E,29 30 45N",C,
11725000,AM,R.New Zealand Pacific,1759,1958,English,Rangitaiki,New Zealand,......7,wPA,50,325,New Zealand,ILGRadio,RNZP,,,,"176 25 47E,38 50 34S",C,
11725000,AM,R.New Zealand Pacific,1759,1958,English,Rangitaiki,New Zealand,......7,cPA,50,35,New Zealand,ILGRadio,RNZP,,,,"176 25 47E,38 50 34S",C,
11725000,AM,R.New Zealand Pacific,1759,2058,English,Rangitaiki,New Zealand,123456.,cPA,50,35,New Zealand,ILGRadio,RNZP,,,,"176 25 47E,38 50 34S",C,2211
11725000,AM,R.New Zealand Pacific,1759,2058,English,Rangitaiki,New Zealand,123456.,wPA,50,325,New Zealand,ILGRadio,RNZP,,,,"176 25 47E,38 50 34S",C,2211
11725000,AM,BBC World Service,1400,1500,Dari,Al Seela,Oman,1234567,neME,250,35,Oman,ILGRadio,BBC,,,,"059 37 01E,21 55 06N",C,2211
11725000,DRM,Chinese Jammer,1500,1600,DRM Mandarin,Dongfang,China,....5..,(CHNe  ),30,5,China,ILGRadio,Jamme,,,JAMMING RFA MAN,"108 40 50E,18 52 20N",C,
11725000,DRM,Chinese Jammer,1500,1600,DRM Mandarin,Dongfang,China,..3....,(CHNe  ),30,5,China,ILGRadio,Jamme,,,JAMMING RFA MAN,"108 40 50E,18 52 20N",C,
11730000,AM,China Radio International,0230,0330,Nepali,Kunming-Anning,China,1234567,sASn,500,283,China,ILGRadio,CRI,,,,"102 29 44E,24 52 54N",C,2212
11735000,AM,Voice of Korea,0300,0357,Spanish,Kuyang,Korea-North,1234567,CA/SA,200,48,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2102
11735000,AM,Voice of Korea,0400,0457,English,Kuyang,Korea-North,1234567,CA/SA,200,48,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11735000,AM,Voice of Korea,0500,0557,Spanish,Kuyang,Korea-North,1234567,CA/SA,200,48,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11735000,AM,Voice of Korea,0600,0657,French,Kuyang,Korea-North,1234567,CA/SA,200,48,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11735000,AM,Voice of Korea,0700,0757,Russian,Kuyang,Korea-North,1234567,neAS,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2211
11735000,AM,Voice of Korea,0800,0857,Russian,Kuyang,Korea-North,1234567,neAS,200,28,North Korea,ILGRadio,VKORE,,,,"126 06 38E,40 04 52N",C,2201
11735000,AM,BBC World Service,1000,1100,English,Kranji,Singapore,1234567,seASs,250,90,Singapore,ILGRadio,BBC,,,,"103 43 56E,01 25 23N",C,2211
11735000,AM,BBC World Service,1700,1800,Dari,Kranji,Singapore,1234567,neME,250,315,Singapore,ILGRadio,BBC,,,,"103 43 56E,01 25 23N",C,2211
11735000,AM,BBC World Service,1800,1900,Pashto,Kranji,Singapore,1234567,neME,250,315,Singapore,ILGRadio,BBC,,,,"103 43 56E,01 25 23N",C,2211
11740000,AM,CNR Beijing 2,1100,1605,Mandarin,Lingshi,China,1234567,(CHNw  ),100,286,China,ILGRadio,CNR 2,,,,"111 55 23E,36 52 18N",I,NONE
11740000,AM,CNR Beijing 2,2055,0100,Mandarin,Lingshi,China,1234567,(CHNw  ),100,286,China,ILGRadio,CNR 2,,,,"111 55 23E,36 52 18N",I,NONE
11740000,AM,China Radio International,0200,0230,Pashto,Xian-Xianyang,China,1234567,neME,500,292,China,ILGRadio,CRI,,,,"108 36 37E,34 22 33N",C,2212
11745000,AM,Al Azm Radio,0000,0657,Arabic,Jeddah,Saudi Arabia,1234567,sME,250,150,Saudi Arabia,ILGRadio,AAR,,,,"039 09 42E,21 14 40N",C,2211
11745000,AM,Al Azm Radio,0755,2400,Arabic,Jeddah,Saudi Arabia,1234567,sME,250,150,Saudi Arabia,ILGRadio,AAR,,,,"039 09 42E,21 14 40N",C,2212
11745000,AM,R.Taiwan International,0800,0858,Japanese,BauJong,Taiwan,1234567,eAS,300,45,Taiwan,ILGRadio,RTI,,,,"120 18 00E,23 43 30N",C,2211
11750000,AM,CNR Beijing,0000,1055,Mandarin,Nanning,China,1234567,seASn,100,142,China,ILGRadio,CNR,,,,"108 11 30E,22 47 32N",C,2212
11750000,AM,CNR Beijing 1,0600,0800,Mandarin,Shijiazhuang,China,12.4567,(CHNne ),100,37,China,ILGRadio,CNR 1,,,,"114 06 22E,38 13 17N",C,2211
11750000,AM,CNR Beijing 1,2200,0600,Mandarin,Shijiazhuang,China,1234567,(CHNne ),100,37,China,ILGRadio,CNR 1,,,,"114 06 22E,38 13 17N",C,2211
11750000,AM,China Radio International,1100,1157,Mandarin,Beijing-Doudian,China,1234567,AU,500,142,China,ILGRadio,CRI,,,,"116 05 37E,39 38 11N",C,2212
11750000,AM,Sri Lanka Broadcasting Corp.,1630,1830,Sinhala,Trincomalee,Sri Lanka,1234567,ME,125,300,Sri Lanka,ILGRadio,SLBC,,,,"081 07 50E,08 44 35N",C,2211
11750000,AM,R.Free Asia,1430,1500,Khmer,Tinian Island,North.Mariana Isl.,1234567,seASn,250,272,Northern Mariana Islands,ILGRadio,RFA,,,,"145 36 19E,15 02 51N",C,2211
11750000,AM,BBC World Service,1330,1400,Bengali,Al Seela,Oman,1234567,sASe,125,80,Oman,ILGRadio,BBC,,,,"059 37 01E,21 55 06N",C,2211
11750000,AM,FEBC Radio,1400,1430,Lahu,Bocaue,Philippines,1234567,c/seASn,100,305,Philippines,ILGRadio,FEBC,,,,"120 54 37E,14 48 08N",C,2211
